a 0.5464355 -0.5677177 0.004014444 0.28169787 1.6840224 1.2112824 0.04788484 1.1055061 -0.034581434 -0.9830948 -0.11970092 -0.12286659 0.8837441 -1.1786735 -0.04562625 -0.048066985
to -2.0238419 1.9760817 -0.8284021 1.1999885 -0.6553597 0.81389445 0.98407936 -0.8309893 1.7147808 0.16571088 -0.22905 0.82161593 0.087610595 -2.7284849 -0.76728284 -0.8991968
this -2.0536513 -0.6988761 -0.6255285 1.0852398 -0.75499374 0.1162374 -1.3604486 -0.44518438 1.8717685 -0.088118464 0.38844565 -0.32209745 -0.6484928 -0.06882494 -0.3506991 0.9297339
i -0.9675506 0.14453414 -0.915098 0.09931009 -2.6982558 3.1573794 0.8470913 -0.8636476 0.23527248 -0.762828 -0.40187207 -0.9186841 -0.7737992 -0.81371295 -0.030796539 0.9402089
are 1.2616711 -0.4290229 -0.09348385 -0.28698218 0.8052533 0.6810779 0.18026961 -0.31409696 0.111395575 0.6607274 -0.24635938 0.21367545 0.28509155 0.23190764 1.0121865 0.47956285
trying -0.35127953 -1.2779875 0.48468176 -0.78151554 0.12306019 -0.041745294 -0.4515097 1.3364234 1.8502121 0.16207473 -0.9048003 0.2454566 -0.07530835 -0.9660462 -0.15155658 -0.060267262
with 1.2386955 -0.40022954 1.1327072 1.9488156 0.08412051 -0.2564959 0.20662929 1.0238096 -0.44822004 0.23357593 1.6813111 1.3801026 -1.1115463 0.9384759 -0.40598816 0.6924346
you -0.42764273 0.10329191 1.6981881 1.4940766 -2.148728 0.58185935 0.46944574 -0.22068338 1.5235782 -2.7892962 -0.27831334 -0.363763 -0.8329327 -1.788146 -0.07624581 -0.11604974
way -0.82276714 0.27179557 0.43593246 -1.3249375 -0.25383237 0.004388969 -0.43550122 0.32317472 -2.1381118 -0.5293697 0.0049461955 0.44134206 0.491937 1.0002148 1.7458856 0.92388284
castle -0.70064247 -1.8173227 -0.59772 -1.3205673 0.7399318 0.9045281 0.04849504 -2.3451576 -2.111125 -0.25063905 1.2497362 -0.68261796 0.26289004 -0.8754725 -1.1053599 0.509241
on 1.8390102 -0.892255 -0.6107136 -1.0060804 0.26377985 -2.1258426 -0.083131865 -0.3065509 -0.8108769 -0.6386048 -1.8533145 1.0868623 -0.6851881 -0.20058367 -0.37229398 2.0938323
like -2.5877585 -0.99037784 -0.4544831 2.3530843 0.43366575 0.9814806 -0.2411354 0.19920705 1.8959112 0.33682975 -1.7780104 -0.049283072 -1.4289455 0.038491335 -0.47599715 -0.2626134
so -1.2341571 -0.8152918 -1.1639739 -0.013429881 -0.9171191 1.3465071 -1.566949 -2.1269476 0.89527625 -0.30737743 -0.6121431 0.51744527 -1.1626657 -0.07480823 -1.1927601 0.9733531
one 0.2870872 1.3963658 -2.1972926 -0.14152533 0.47453335 -2.5792067 1.6435846 0.8957219 0.16130725 1.3988839 -0.27558437 0.4434387 0.08818204 -0.6406929 -0.65758955 -2.0414796
